                MSCBC01%3A1000,BC3 1    eniq_oss_1 MSCBC01 1   2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         12       38    (NULL)      (NULL)          62            62          97           92 
                MSCBC01%3A1000,BC1 10   eniq_oss_1 MSCBC01 10  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         78       87    (NULL)      (NULL)          81            82          96           46 
                MSCBC01%3A1000,BC1 11   eniq_oss_1 MSCBC01 11  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         74       33    (NULL)      (NULL)          36            55          61           46 
                MSCBC01%3A1000,BC1 12   eniq_oss_1 MSCBC01 12  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         63       95    (NULL)      (NULL)          86            24          94           40 
                MSCBC01%3A1000,BC1 13   eniq_oss_1 MSCBC01 13  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         20       19    (NULL)      (NULL)          70            69          49           32 
                MSCBC01%3A1000,BC1 14   eniq_oss_1 MSCBC01 14  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          1       68    (NULL)      (NULL)          34            28          36           35 
                MSCBC01%3A1000,BC1 15   eniq_oss_1 MSCBC01 15  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         32       90    (NULL)      (NULL)          14            10          51           77 
                MSCBC01%3A1000,BC1 16   eniq_oss_1 MSCBC01 16  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         17       38    (NULL)      (NULL)          54            95          56           54 
                MSCBC01%3A1000,BC1 17   eniq_oss_1 MSCBC01 17  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         69       13    (NULL)      (NULL)           7            73          70            5 
                MSCBC01%3A1000,BC1 18   eniq_oss_1 MSCBC01 18  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         87       75    (NULL)      (NULL)           7            94          25           43 
                MSCBC01%3A1000,BC1 19   eniq_oss_1 MSCBC01 19  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         40       76    (NULL)      (NULL)          48             5          35           98 
                MSCBC01%3A1000,BC1 20   eniq_oss_1 MSCBC01 20  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         90       96    (NULL)      (NULL)          24            76          58            0 
                MSCBC01%3A1000,BC1 21   eniq_oss_1 MSCBC01 21  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         82       11    (NULL)      (NULL)          48            63          25           52 
                MSCBC01%3A1000,BC1 22   eniq_oss_1 MSCBC01 22  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         14       95    (NULL)      (NULL)          42            60           2           21 
                MSCBC01%3A1000,BC1 23   eniq_oss_1 MSCBC01 23  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         75       52    (NULL)      (NULL)          17            85          29           80 
                MSCBC01%3A1000,BC1 24   eniq_oss_1 MSCBC01 24  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         26       97    (NULL)      (NULL)          28            57          63           85 
                MSCBC01%3A1000,BC1 25   eniq_oss_1 MSCBC01 25  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          0       26    (NULL)      (NULL)          60            98          41           92 
                MSCBC01%3A1000,BC1 26   eniq_oss_1 MSCBC01 26  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         62        1    (NULL)      (NULL)          18            64          31           96 
                MSCBC01%3A1000,BC1 27   eniq_oss_1 MSCBC01 27  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         36       82    (NULL)      (NULL)          84            58          12           17 
                MSCBC01%3A1000,BC1 28   eniq_oss_1 MSCBC01 28  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         56       21    (NULL)      (NULL)          99            38          35           57 
                MSCBC01%3A1000,BC1 29   eniq_oss_1 MSCBC01 29  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         63       55    (NULL)      (NULL)          41             2          88           42 
                MSCBC01%3A1000,BC1 30   eniq_oss_1 MSCBC01 30  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         77       80    (NULL)      (NULL)          26            49          21           26 
                MSCBC01%3A1000,BC1 31   eniq_oss_1 MSCBC01 31  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         46       97    (NULL)      (NULL)           9            26          62           26 
                MSCBC01%3A1000,BC1 32   eniq_oss_1 MSCBC01 32  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         83       38    (NULL)      (NULL)           1            95          26           74 
                MSCBC01%3A1000,BC1 33   eniq_oss_1 MSCBC01 33  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         35        6    (NULL)      (NULL)          89            60          56           58 
                MSCBC01%3A1000,BC1 34   eniq_oss_1 MSCBC01 34  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         18       23    (NULL)      (NULL)           6            96           2            7 
                MSCBC01%3A1000,BC1 35   eniq_oss_1 MSCBC01 35  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         82       70    (NULL)      (NULL)          87            34          93           12 
                MSCBC01%3A1000,BC1 36   eniq_oss_1 MSCBC01 36  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         46       57    (NULL)      (NULL)          31            61          33           48 
                MSCBC01%3A1000,BC1 37   eniq_oss_1 MSCBC01 37  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         29        6    (NULL)      (NULL)          62            92          86           33 
                MSCBC01%3A1000,BC1 38   eniq_oss_1 MSCBC01 38  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         75       98    (NULL)      (NULL)          67            79          13           50 
                MSCBC01%3A1000,BC1 39   eniq_oss_1 MSCBC01 39  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          9       53    (NULL)      (NULL)          67             2           3           28 
                MSCBC01%3A1000,BC1 40   eniq_oss_1 MSCBC01 40  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         84       30    (NULL)      (NULL)          21             2           9            7 
                MSCBC01%3A1000,BC1 41   eniq_oss_1 MSCBC01 41  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          0       71    (NULL)      (NULL)          42            50          66           85 
                MSCBC01%3A1000,BC1 42   eniq_oss_1 MSCBC01 42  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         54       30    (NULL)      (NULL)          47            25          68           56 
                MSCBC01%3A1000,BC1 43   eniq_oss_1 MSCBC01 43  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         25       83    (NULL)      (NULL)          81             4          66           78 
                MSCBC01%3A1000,BC1 44   eniq_oss_1 MSCBC01 44  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         99       20    (NULL)      (NULL)          18            56          83           18 
                MSCBC01%3A1000,BC1 45   eniq_oss_1 MSCBC01 45  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         61       40    (NULL)      (NULL)          17            57          49           88 
                MSCBC01%3A1000,BC1 46   eniq_oss_1 MSCBC01 46  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         58       47    (NULL)      (NULL)          81            66          94           79 
                MSCBC01%3A1000,BC1 47   eniq_oss_1 MSCBC01 47  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         72       48    (NULL)      (NULL)          12             4           2           31 
                MSCBC01%3A1000,BC1 48   eniq_oss_1 MSCBC01 48  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         71       43    (NULL)      (NULL)          23            62          14           48 
                MSCBC01%3A1000,BC1 49   eniq_oss_1 MSCBC01 49  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         49       95    (NULL)      (NULL)          13            83          27           49 
                MSCBC01%3A1000,BC1 50   eniq_oss_1 MSCBC01 50  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         22       71    (NULL)      (NULL)          86            22          62           43 
                MSCBC01%3A1000,BC1 51   eniq_oss_1 MSCBC01 51  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         53       72    (NULL)      (NULL)          46            86          16           53 
                MSCBC01%3A1000,BC1 52   eniq_oss_1 MSCBC01 52  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         89       46    (NULL)      (NULL)           0             0          17           77 
                MSCBC01%3A1000,BC1 53   eniq_oss_1 MSCBC01 53  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         13       21    (NULL)      (NULL)          71             7          84           22 
                MSCBC01%3A1000,BC1 54   eniq_oss_1 MSCBC01 54  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         84       73    (NULL)      (NULL)          86            43          52           60 
                MSCBC01%3A1000,BC1 55   eniq_oss_1 MSCBC01 55  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         52       74    (NULL)      (NULL)           7            20           6           70 
                MSCBC01%3A1000,BC1 56   eniq_oss_1 MSCBC01 56  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         78       59    (NULL)      (NULL)           1            13          87           91 
                MSCBC01%3A1000,BC1 57   eniq_oss_1 MSCBC01 57  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         40       81    (NULL)      (NULL)          38            36          10            6 
                MSCBC01%3A1000,BC1 58   eniq_oss_1 MSCBC01 58  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         88        8    (NULL)      (NULL)          23             5          33           52 
                MSCBC01%3A1000,BC1 59   eniq_oss_1 MSCBC01 59  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         59       83    (NULL)      (NULL)          72            54          52           19 
                MSCBC01%3A1000,BC1 60   eniq_oss_1 MSCBC01 60  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         61       62    (NULL)      (NULL)          68            90          49           96 
                MSCBC01%3A1000,BC1 61   eniq_oss_1 MSCBC01 61  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         26       13    (NULL)      (NULL)          10            70          39           92 
                MSCBC01%3A1000,BC1 62   eniq_oss_1 MSCBC01 62  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         52        4    (NULL)      (NULL)          43            37          37           88 
                MSCBC01%3A1000,BC1 63   eniq_oss_1 MSCBC01 63  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         49       40    (NULL)      (NULL)          96            27          59           50 
                MSCBC01%3A1000,BC1 64   eniq_oss_1 MSCBC01 64  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         83       35    (NULL)      (NULL)          90            28          98           54 
                MSCBC01%3A1000,BC1 65   eniq_oss_1 MSCBC01 65  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         39       58    (NULL)      (NULL)          66            22          53           27 
                MSCBC01%3A1000,BC1 66   eniq_oss_1 MSCBC01 66  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         63       73    (NULL)      (NULL)          41            20          63           84 
                MSCBC01%3A1000,BC1 67   eniq_oss_1 MSCBC01 67  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         59        6    (NULL)      (NULL)          23            41          11           89 
                MSCBC01%3A1000,BC1 68   eniq_oss_1 MSCBC01 68  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         56       85    (NULL)      (NULL)          54            96          89           23 
                MSCBC01%3A1000,BC1 69   eniq_oss_1 MSCBC01 69  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         65       97    (NULL)      (NULL)          59            52          67           23 
                MSCBC01%3A1000,BC1 70   eniq_oss_1 MSCBC01 70  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         61       59    (NULL)      (NULL)          12            89          40           25 
                MSCBC01%3A1000,BC1 71   eniq_oss_1 MSCBC01 71  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         65       56    (NULL)      (NULL)          33            39          46           76 
                MSCBC01%3A1000,BC1 72   eniq_oss_1 MSCBC01 72  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         44       75    (NULL)      (NULL)          98            78          31           49 
                MSCBC01%3A1000,BC1 73   eniq_oss_1 MSCBC01 73  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         12       45    (NULL)      (NULL)          63            62          82           39 
                MSCBC01%3A1000,BC1 74   eniq_oss_1 MSCBC01 74  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         35       60    (NULL)      (NULL)          34            30          36           10 
                MSCBC01%3A1000,BC1 75   eniq_oss_1 MSCBC01 75  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         51       36    (NULL)      (NULL)          70            72          83           29 
                MSCBC01%3A1000,BC1 76   eniq_oss_1 MSCBC01 76  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         76       95    (NULL)      (NULL)          57            66          48           49 
                MSCBC01%3A1000,BC1 77   eniq_oss_1 MSCBC01 77  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         13       28    (NULL)      (NULL)           2            60          60           94 
                MSCBC01%3A1000,BC1 78   eniq_oss_1 MSCBC01 78  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         48       66    (NULL)      (NULL)          87            52          92           21 
                MSCBC01%3A1000,BC1 79   eniq_oss_1 MSCBC01 79  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         27        3    (NULL)      (NULL)          51            60          36            6 
                MSCBC01%3A1000,BC1 80   eniq_oss_1 MSCBC01 80  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         44       49    (NULL)      (NULL)          64            20          47           80 
                MSCBC01%3A1000,BC1 81   eniq_oss_1 MSCBC01 81  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         63       46    (NULL)      (NULL)          88             1          84            9 
                MSCBC01%3A1000,BC1 82   eniq_oss_1 MSCBC01 82  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         52       12    (NULL)      (NULL)          81            69          13           89 
                MSCBC01%3A1000,BC1 83   eniq_oss_1 MSCBC01 83  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         38       88    (NULL)      (NULL)          35            73          10           70 
                MSCBC01%3A1000,BC1 84   eniq_oss_1 MSCBC01 84  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         53       46    (NULL)      (NULL)          51            33          89           81 
                MSCBC01%3A1000,BC1 85   eniq_oss_1 MSCBC01 85  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         77       95    (NULL)      (NULL)          60            47          84           65 
                MSCBC01%3A1000,BC1 86   eniq_oss_1 MSCBC01 86  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         65       45    (NULL)      (NULL)          48            37          50           73 
                MSCBC01%3A1000,BC1 87   eniq_oss_1 MSCBC01 87  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         59       37    (NULL)      (NULL)          26            91          68           62 
                MSCBC01%3A1000,BC1 88   eniq_oss_1 MSCBC01 88  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)          8       24    (NULL)      (NULL)          57            55          55           32 
                MSCBC01%3A1000,BC1 89   eniq_oss_1 MSCBC01 89  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         50        7    (NULL)      (NULL)           1            19          52           40 
                MSCBC01%3A1000,BC1 90   eniq_oss_1 MSCBC01 90  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         24       40    (NULL)      (NULL)          19            11          58           10 
                MSCBC01%3A1000,BC1 91   eniq_oss_1 MSCBC01 91  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         86       29    (NULL)      (NULL)          10            17           1           58 
                MSCBC01%3A1000,BC1 92   eniq_oss_1 MSCBC01 92  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         56       46    (NULL)      (NULL)          31            68          62           74 
                MSCBC01%3A1000,BC1 93   eniq_oss_1 MSCBC01 93  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         60       21    (NULL)      (NULL)          66            23          78           67 
                MSCBC01%3A1000,BC1 94   eniq_oss_1 MSCBC01 94  2023-11-22    2023       11     22      10 2023-11-22 10:00:00.0      0 15MIN           1108        0              15 LOADED               eniq_oss_1 +0000                    0 2023-11-22 10:00:00.0      (NULL)      (NULL)    (NULL)         33       16    (NULL)      (NULL)          91            38           5           80 
