KPI,Formula,Description,Counters,CountersDescription,Access Type,System Area,Node Type,Measure,Measure Type,GSM Access Type,LTE Access Type,NR Access Type,WCDMA Access Type,Complexity,Custom Where Clause Condition,Custom Keys,SQL Operator,Mapping Columns,Category
TPS KPI for Nudr Provisioning Service-Service Provider,DC_E_CCDM_UDR_NUDR_PROV_RAW.eric_udr_nudr_prov_requests_recv/(PERIOD_DURATION*60),,DC_E_CCDM_UDR_NUDR_PROV_RAW.eric_udr_nudr_prov_requests_recv,,,Core,CCDM,TPS KPI for Nudr Provisioning Service-Service Provider,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
TPS KPI for Ngud Service-Service Provider,DC_E_CCDM_UDR_GUD_DR_RAW.eric_udr_ngud_dr_requests_recv/(PERIOD_DURATION*60),,DC_E_CCDM_UDR_GUD_DR_RAW.eric_udr_ngud_dr_requests_recv,,,Core,CCDM,TPS KPI for Ngud Service-Service Provider,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
TPS KPI for PEI Management Service-Service Provider,DC_E_CCDM_UDR_NCUDR_PEI_DR_RAW.eric_udr_ncudr_pei_dr_requests_recv/(PERIOD_DURATION*60),,DC_E_CCDM_UDR_NCUDR_PEI_DR_RAW.eric_udr_ncudr_pei_dr_requests_recv,,,Core,CCDM,TPS KPI for PEI Management Service-Service Provider,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
TPS KPI for Act Provisioning Service-Service Provider,DC_E_CCDM_ACT_MAPI_RAW.eric_act_mapi_requests_recv/(PERIOD_DURATION*60),,DC_E_CCDM_ACT_MAPI_RAW.eric_act_mapi_requests_recv,,,Core,CCDM,TPS KPI for Act Provisioning Service-Service Provider,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
Failure Ratio for Nudr-dr Service-Service Consumer,100*(DC_E_CCDM_UDR_NUDR_DR_PROXY_RAW.eric_udr_nudr_dr_proxy_unsuccessful_responses_recv/DC_E_CCDM_UDR_NUDR_DR_PROXY_RAW.eric_udr_nudr_dr_proxy_requests_sent),,"DC_E_CCDM_UDR_NUDR_DR_PROXY_RAW.eric_udr_nudr_dr_proxy_unsuccessful_responses_recv,DC_E_CCDM_UDR_NUDR_DR_PROXY_RAW.eric_udr_nudr_dr_proxy_requests_sent",,,Core,CCDM,Failure Ratio for Nudr-dr Service-Service Consumer,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for Ud Service-Service Consumer,100*(DC_E_CCDM_UDR_UD_PROXY_RAW.eric_udr_ud_proxy_unsuccessful_responses_recv/DC_E_CCDM_UDR_UD_PROXY_RAW.eric_udr_ud_proxy_requests_sent),,"DC_E_CCDM_UDR_UD_PROXY_RAW.eric_udr_ud_proxy_unsuccessful_responses_recv,DC_E_CCDM_UDR_UD_PROXY_RAW.eric_udr_ud_proxy_requests_sent",,,Core,CCDM,Failure Ratio for Ud Service-Service Consumer,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for Nudr Provisioning Service-Service Consumer,100*(DC_E_CCDM_UDR_NUDR_PROV_PROXY_RAW.eric_udr_nudr_provisioning_proxy_unsuccessful_responses_recv/DC_E_CCDM_UDR_NUDR_PROV_PROXY_RAW.eric_udr_nudr_provisioning_proxy_requests_sent),,"DC_E_CCDM_UDR_NUDR_PROV_PROXY_RAW.eric_udr_nudr_provisioning_proxy_unsuccessful_responses_recv,DC_E_CCDM_UDR_NUDR_PROV_PROXY_RAW.eric_udr_nudr_provisioning_proxy_requests_sent",,,Core,CCDM,Failure Ratio for Nudr Provisioning Service-Service Consumer,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
TPS KPI for Nudr-dr Service-Service Consumer,DC_E_CCDM_UDR_NUDR_DR_PROXY_RAW.eric_udr_nudr_dr_proxy_requests_sent/(PERIOD_DURATION*60),,DC_E_CCDM_UDR_NUDR_DR_PROXY_RAW.eric_udr_nudr_dr_proxy_requests_sent,,,Core,CCDM,TPS KPI for Nudr-dr Service-Service Consumer,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
TPS KPI for Ud Service-Service Consumer,DC_E_CCDM_UDR_UD_PROXY_RAW.eric_udr_ud_proxy_requests_sent/(PERIOD_DURATION*60),,DC_E_CCDM_UDR_UD_PROXY_RAW.eric_udr_ud_proxy_requests_sent,,,Core,CCDM,TPS KPI for Ud Service-Service Consumer,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
TPS KPI for Nudr Provisioning Service-Service Consumer,DC_E_CCDM_UDR_NUDR_PROV_PROXY_RAW.eric_udr_nudr_provisioning_proxy_requests_sent/(PERIOD_DURATION*60),,DC_E_CCDM_UDR_NUDR_PROV_PROXY_RAW.eric_udr_nudr_provisioning_proxy_requests_sent,,,Core,CCDM,TPS KPI for Nudr Provisioning Service-Service Consumer,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
Failure Ratio for Provisioning Service,100*(DC_E_CCPC_CCPC_PROVISIONING_RAW.eric_ccpc_provisioning_unsuccessful_responses_sent/ DC_E_CCPC_CCPC_PROVISIONING_RAW.eric_ccpc_provisioning_requests_recv),,"DC_E_CCPC_CCPC_PROVISIONING_RAW.eric_ccpc_provisioning_unsuccessful_responses_sent, DC_E_CCPC_CCPC_PROVISIONING_RAW.eric_ccpc_provisioning_requests_recv",,,Core,CCPC,Failure Ratio for Provisioning Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for SMPC N7 Service,100*(DC_E_CCPC_PCF_NPCF_SMPOLICYCONT_RAW.eric_pcf_npcf_smpolicycontrol_unsuccessful_responses_sent/ DC_E_CCPC_PCF_NPCF_SMPOLICYCONT_RAW.eric_pcf_npcf_smpolicycontrol_requests_recv),,"DC_E_CCPC_PCF_NPCF_SMPOLICYCONT_RAW.eric_pcf_npcf_smpolicycontrol_unsuccessful_responses_sent, DC_E_CCPC_PCF_NPCF_SMPOLICYCONT_RAW.eric_pcf_npcf_smpolicycontrol_requests_recv",,,Core,CCPC,Failure Ratio for SMPC N7 Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for SMPC Gx Service,100*(DC_E_CCPC_PCF_GX_RAW.eric_pcf_gx_unsuccessful_responses_sent/ DC_E_CCPC_PCF_GX_RAW.eric_pcf_gx_requests_recv),,"DC_E_CCPC_PCF_GX_RAW.eric_pcf_gx_unsuccessful_responses_sent, DC_E_CCPC_PCF_GX_RAW.eric_pcf_gx_requests_recv",,,Core,CCPC,Failure Ratio for SMPC Gx Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
TPS KPI for Provisioning Service,DC_E_CCPC_CCPC_PROVISIONING_RAW.eric_ccpc_provisioning_requests_recv/(PERIOD_DURATION*60),,DC_E_CCPC_CCPC_PROVISIONING_RAW.eric_ccpc_provisioning_requests_recv,,,Core,CCPC,TPS KPI for Provisioning Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
TPS KPI for SMPC N7 Service,DC_E_CCPC_PCF_NPCF_SMPOLICYCONT_RAW.eric_pcf_npcf_smpolicycontrol_requests_recv/(PERIOD_DURATION*60),,DC_E_CCPC_PCF_NPCF_SMPOLICYCONT_RAW.eric_pcf_npcf_smpolicycontrol_requests_recv,,,Core,CCPC,TPS KPI for SMPC N7 Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
TPS KPI for SMPC Gx Service,DC_E_CCPC_PCF_GX_RAW.eric_pcf_gx_requests_recv/(PERIOD_DURATION*60),,DC_E_CCPC_PCF_GX_RAW.eric_pcf_gx_requests_recv,,,Core,CCPC,TPS KPI for SMPC Gx Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
Failure Ratio for User Equipment Authentication Service in AUSF (AUSF AUTH FR),100*(DC_E_CCSM_AUSF_NAUSF_AUTH_RAW.eric_ausf_nausf_auth_unsuccessful_responses_sent/DC_E_CCSM_AUSF_NAUSF_AUTH_RAW.eric_ausf_nausf_auth_requests_recv),,"DC_E_CCSM_AUSF_NAUSF_AUTH_RAW.eric_ausf_nausf_auth_unsuccessful_responses_sent,DC_E_CCSM_AUSF_NAUSF_AUTH_RAW.eric_ausf_nausf_auth_requests_recv",,,Core,CCSM,Failure Ratio for User Equipment Authentication Service in AUSF (AUSF AUTH FR),KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for User Equipment Authentication Service in UDM (UDM AUTH FR),100*(DC_E_CCSM_UDM_NUDM_UEAU_RAW.eric_udm_nudm_ueau_unsuccessful_responses_sent/DC_E_CCSM_UDM_NUDM_UEAU_RAW.eric_udm_nudm_ueau_requests_recv),,"DC_E_CCSM_UDM_NUDM_UEAU_RAW.eric_udm_nudm_ueau_unsuccessful_responses_sent,DC_E_CCSM_UDM_NUDM_UEAU_RAW.eric_udm_nudm_ueau_requests_recv",,,Core,CCSM,Failure Ratio for User Equipment Authentication Service in UDM (UDM AUTH FR),KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for User Equipment Context Management Service (UDM CM FR),100*(DC_E_CCSM_UDM_NUDM_UECM_RAW.eric_udm_nudm_uecm_unsuccessful_responses_sent/DC_E_CCSM_UDM_NUDM_UECM_RAW.eric_udm_nudm_uecm_requests_recv),,"DC_E_CCSM_UDM_NUDM_UECM_RAW.eric_udm_nudm_uecm_unsuccessful_responses_sent,DC_E_CCSM_UDM_NUDM_UECM_RAW.eric_udm_nudm_uecm_requests_recv",,,Core,CCSM,Failure Ratio for User Equipment Context Management Service (UDM CM FR),KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for Subscriber Data Management Service (UDM SDM FR),100*(DC_E_CCSM_UDM_NUDM_SDM_RAW.eric_udm_nudm_sdm_unsuccessful_responses_sent/DC_E_CCSM_UDM_NUDM_SDM_RAW.eric_udm_nudm_sdm_requests_recv),,"DC_E_CCSM_UDM_NUDM_SDM_RAW.eric_udm_nudm_sdm_unsuccessful_responses_sent,DC_E_CCSM_UDM_NUDM_SDM_RAW.eric_udm_nudm_sdm_requests_recv",,,Core,CCSM,Failure Ratio for Subscriber Data Management Service (UDM SDM FR),KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for Equipment Identity Check in 5G-EIR Service (EIR EIC FR),100*(DC_E_CCSM_5G_EIR_N5G_EIR_EIC_RAW.eric_5g_eir_n5g_eir_eic_unsuccessful_responses_sent/DC_E_CCSM_5G_EIR_N5G_EIR_EIC_RAW.eric_5g_eir_n5g_eir_eic_requests_recv),,"DC_E_CCSM_5G_EIR_N5G_EIR_EIC_RAW.eric_5g_eir_n5g_eir_eic_unsuccessful_responses_sent,DC_E_CCSM_5G_EIR_N5G_EIR_EIC_RAW.eric_5g_eir_n5g_eir_eic_requests_recv",,,Core,CCSM,Failure Ratio for Equipment Identity Check in 5G-EIR Service (EIR EIC FR),KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for HSS-EPC Location Management (EPC Mobility Handling FR),100*(DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_ulr_unsuccessful_responses_sent/DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_ulr_requests_recv),,"DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_ulr_unsuccessful_responses_sent,DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_ulr_requests_recv",,,Core,CCSM,Failure Ratio for HSS-EPC Location Management (EPC Mobility Handling FR),KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for HSS-EPC Authentication (EPC AUTH FR),100*(DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_air_unsuccessful_responses_sent/DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_air_requests_recv),,"DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_air_unsuccessful_responses_sent,DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_air_requests_recv",,,Core,CCSM,Failure Ratio for HSS-EPC Authentication (EPC AUTH FR),KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for all interfaces in CCSM (CCSM total requests FR),100*(((DC_E_CCSM_UDM_NUDM_UEAU_RAW.eric_udm_nudm_ueau_unsuccessful_responses_sent+DC_E_CCSM_UDM_NUDM_UECM_RAW.eric_udm_nudm_uecm_unsuccessful_responses_sent+DC_E_CCSM_UDM_NUDM_SDM_RAW.eric_udm_nudm_sdm_unsuccessful_responses_sent +DC_E_CCSM_UDM_NUDM_IRAT4G5G_RAW.eric_udm_nudm_irat4g5g_unsuccessful_responses_sent +DC_E_CCSM_UDM_NUDM_EE_RAW.eric_udm_nudm_ee_unsuccessful_responses_sent+DC_E_CCSM_UDM_NUDM_MTSMS_RAW.eric_udm_nudm_mtsms_unsuccessful_responses_sent +DC_E_CCSM_UDM_NUDM_VOICE_UECM_RAW.eric_udm_nudm_voice_uecm_unsuccessful_responses_sent +DC_E_CCSM_UDM_NUDM_MT_RAW.eric_udm_nudm_mt_unsuccessful_responses_sent + DC_E_CCSM_UDM_NAMF_EVTS_RAW.eric_udm_namf_evts_unsuccessful_responses_sent + DC_E_CCSM_UDM_UDR_NOTIFY_RAW.eric_udm_udr_notify_unsuccessful_responses_sent +DC_E_CCSM_UDM_UMTS_UEAU_RAW.eric_udm_umts_ueau_unsuccessful_responses_sent)+(DC_E_CCSM_AUSF_NAUSF_AUTH_RAW.eric_ausf_nausf_auth_unsuccessful_responses_sent)+(DC_E_CCSM_EIR_N5G_EIR_EIC_RAW.eric_eir_n5g_eir_eic_unsuccessful_responses_sent+DC_E_CCSM_EIR_DIAMETER_EIR_EIC_RAW.eric_eir_diameter_eir_eic_unsuccessful_responses_sent)+ (DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_pur_unsuccessful_responses_sent +DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_air_unsuccessful_responses_sent + DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_ulr_unsuccessful_responses_sent +DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_nor_unsuccessful_responses_sent)+(DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_lir_unsuccessful_responses_sent +DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_mar_unsuccessful_responses_sent+DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_sar_unsuccessful_responses_sent + DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_uar_unsuccessful_responses_sent+DC_E_CCSM_HSSIMS_RAW.eric_hssims_sh_snr_unsuccessful_responses_sent+DC_E_CCSM_HSSIMS_RAW.eric_hssims_sh_udr_unsuccessful_responses_sent+DC_E_CCSM_HSSIMS_RAW.eric_hssims_sh_pur_unsuccessful_responses_sent))/(DC_E_CCSM_UDM_NUDM_UEAU_RAW.eric_udm_nudm_ueau_requests_recv +DC_E_CCSM_UDM_NUDM_UECM_RAW.eric_udm_nudm_uecm_requests_recv +DC_E_CCSM_UDM_NUDM_SDM_RAW.eric_udm_nudm_sdm_requests_recv +DC_E_CCSM_UDM_NUDM_IRAT4G5G_RAW.eric_udm_nudm_irat4g5g_requests_recv +DC_E_CCSM_UDM_NUDM_EE_RAW.eric_udm_nudm_ee_requests_recv +DC_E_CCSM_UDM_NUDM_MTSMS_RAW.eric_udm_nudm_mtsms_requests_recv +DC_E_CCSM_UDM_NUDM_VOICE_UECM_RAW.eric_udm_nudm_voice_uecm_requests_recv+DC_E_CCSM_UDM_NUDM_MT_RAW.eric_udm_nudm_mt_requests_recv +DC_E_CCSM_UDM_NAMF_EVTS_RAW.eric_udm_namf_evts_requests_recv +DC_E_CCSM_UDM_UDR_NOTIFY_RAW.eric_udm_udr_notify_requests_recv + DC_E_CCSM_UDM_UMTS_UEAU_RAW.eric_udm_umts_ueau_requests_recv)+ (DC_E_CCSM_AUSF_NAUSF_AUTH_RAW.eric_ausf_nausf_auth_requests_recv)+ ((DC_E_CCSM_EIR_N5G_EIR_EIC_RAW.eric_eir_n5g_eir_eic_requests_recv +DC_E_CCSM_EIR_DIAMETER_EIR_EIC_RAW.eric_eir_diameter_eir_eic_requests_recv)+ (DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_air_requests_recv +DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_pur_requests_recv +DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_ulr_requests_recv +DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_nor_requests_recv)+(DC_E_CCSM_HSSIMS_RAW.eric_hssims_sh_snr_requests_recv +DC_E_CCSM_HSSIMS_RAW.eric_hssims_sh_udr_requests_recv+DC_E_CCSM_HSSIMS_RAW.eric_hssims_sh_pur_requests_recv+DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_uar_requests_recv+DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_sar_requests_recv+DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_mar_requests_recv+DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_lir_requests_recv))),,"DC_E_CCSM_UDM_NUDM_UEAU_RAW.eric_udm_nudm_ueau_unsuccessful_responses_sent,DC_E_CCSM_UDM_NUDM_UECM_RAW.eric_udm_nudm_uecm_unsuccessful_responses_sent,DC_E_CCSM_UDM_NUDM_SDM_RAW.eric_udm_nudm_sdm_unsuccessful_responses_sent ,DC_E_CCSM_UDM_NUDM_IRAT4G5G_RAW.eric_udm_nudm_irat4g5g_unsuccessful_responses_sent ,DC_E_CCSM_UDM_NUDM_EE_RAW.eric_udm_nudm_ee_unsuccessful_responses_sent,DC_E_CCSM_UDM_NUDM_MTSMS_RAW.eric_udm_nudm_mtsms_unsuccessful_responses_sent ,DC_E_CCSM_UDM_NUDM_VOICE_UECM_RAW.eric_udm_nudm_voice_uecm_unsuccessful_responses_sent , DC_E_CCSM_UDM_NUDM_MT_RAW.eric_udm_nudm_mt_unsuccessful_responses_sent,DC_E_CCSM_UDM_NAMF_EVTS_RAW.eric_udm_namf_evts_unsuccessful_responses_sent ,DC_E_CCSM_UDM_UDR_NOTIFY_RAW.eric_udm_udr_notify_unsuccessful_responses_sent ,DC_E_CCSM_UDM_UMTS_UEAU_RAW.eric_udm_umts_ueau_unsuccessful_responses_sent,DC_E_CCSM_AUSF_NAUSF_AUTH_RAW.eric_ausf_nausf_auth_unsuccessful_responses_sent,DC_E_CCSM_EIR_N5G_EIR_EIC_RAW.eric_eir_n5g_eir_eic_unsuccessful_responses_sent , DC_E_CCSM_EIR_DIAMETER_EIR_EIC_RAW.eric_eir_diameter_eir_eic_unsuccessful_responses_sent, DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_pur_unsuccessful_responses_sent,DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_air_unsuccessful_responses_sent, DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_ulr_unsuccessful_responses_sent,DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_nor_unsuccessful_responses_sent, DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_lir_unsuccessful_responses_sent,DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_mar_unsuccessful_responses_sent, DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_sar_unsuccessful_responses_sent,DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_uar_unsuccessful_responses_sent,DC_E_CCSM_HSSIMS_RAW.eric_hssims_sh_snr_unsuccessful_responses_sent,DC_E_CCSM_HSSIMS_RAW.eric_hssims_sh_udr_unsuccessful_responses_sent,DC_E_CCSM_HSSIMS_RAW.eric_hssims_sh_pur_unsuccessful_responses_sent,DC_E_CCSM_UDM_NUDM_UEAU_RAW.eric_udm_nudm_ueau_requests_recv,DC_E_CCSM_UDM_NUDM_UECM_RAW.eric_udm_nudm_uecm_requests_recv, DC_E_CCSM_UDM_NUDM_SDM_RAW.eric_udm_nudm_sdm_requests_recv,DC_E_CCSM_UDM_NUDM_IRAT4G5G_RAW.eric_udm_nudm_irat4g5g_requests_recv, DC_E_CCSM_UDM_NUDM_EE_RAW.eric_udm_nudm_ee_requests_recv,DC_E_CCSM_UDM_NUDM_MTSMS_RAW.eric_udm_nudm_mtsms_requests_recv, DC_E_CCSM_UDM_NUDM_VOICE_UECM_RAW.eric_udm_nudm_voice_uecm_requests_recv,DC_E_CCSM_UDM_NUDM_MT_RAW.eric_udm_nudm_mt_requests_recv, DC_E_CCSM_UDM_NAMF_EVTS_RAW.eric_udm_namf_evts_requests_recv,DC_E_CCSM_UDM_UDR_NOTIFY_RAW.eric_udm_udr_notify_requests_recv, DC_E_CCSM_UDM_UMTS_UEAU_RAW.eric_udm_umts_ueau_requests_recv,DC_E_CCSM_AUSF_NAUSF_AUTH_RAW.eric_ausf_nausf_auth_requests_recv, DC_E_CCSM_EIR_N5G_EIR_EIC_RAW.eric_eir_n5g_eir_eic_requests_recv,DC_E_CCSM_EIR_DIAMETER_EIR_EIC_RAW.eric_eir_diameter_eir_eic_requests_recv,DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_air_requests_recv,DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_pur_requests_recv ,DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_ulr_requests_recv,DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_nor_requests_recv,DC_E_CCSM_HSSIMS_RAW.eric_hssims_sh_snr_requests_recv,DC_E_CCSM_HSSIMS_RAW.eric_hssims_sh_udr_requests_recv,DC_E_CCSM_HSSIMS_RAW.eric_hssims_sh_pur_requests_recv,DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_uar_requests_recv,DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_sar_requests_recv,DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_mar_requests_recv,DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_lir_requests_recv",,,Core,CCSM,Failure Ratio for all interfaces in CCSM (CCSM total requests FR),KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
TPS KPI in AUSF (AUSF TPS),DC_E_CCSM_AUSF_NAUSF_AUTH_RAW.eric_ausf_nausf_auth_requests_recv/(PERIOD_DURATION*60),,DC_E_CCSM_AUSF_NAUSF_AUTH_RAW.eric_ausf_nausf_auth_requests_recv,,,Core,CCSM,TPS KPI in AUSF (AUSF TPS),KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
TPS KPI in UDM (UDM TPS),(DC_E_CCSM_UDM_NUDM_UEAU_RAW.eric_udm_nudm_ueau_requests_recv +DC_E_CCSM_UDM_NUDM_UECM_RAW.eric_udm_nudm_uecm_requests_recv + DC_E_CCSM_UDM_NUDM_SDM_RAW.eric_udm_nudm_sdm_requests_recv +DC_E_CCSM_UDM_NUDM_IRAT4G5G_RAW.eric_udm_nudm_irat4g5g_requests_recv + DC_E_CCSM_UDM_NUDM_EE_RAW.eric_udm_nudm_ee_requests_recv +DC_E_CCSM_UDM_NUDM_MTSMS_RAW.eric_udm_nudm_mtsms_requests_recv + DC_E_CCSM_UDM_NUDM_VOICE_UECM_RAW.eric_udm_nudm_voice_uecm_requests_recv +DC_E_CCSM_UDM_NUDM_MT_RAW.eric_udm_nudm_mt_requests_recv + DC_E_CCSM_UDM_NAMF_EVTS_RAW.eric_udm_namf_evts_requests_recv +DC_E_CCSM_UDM_UDR_NOTIFY_RAW.eric_udm_udr_notify_requests_recv + DC_E_CCSM_UDM_UMTS_UEAU_RAW.eric_udm_umts_ueau_requests_recv)/(PERIOD_DURATION*60),,"DC_E_CCSM_UDM_NUDM_UEAU_RAW.eric_udm_nudm_ueau_requests_recv,DC_E_CCSM_UDM_NUDM_UECM_RAW.eric_udm_nudm_uecm_requests_recv, DC_E_CCSM_UDM_NUDM_SDM_RAW.eric_udm_nudm_sdm_requests_recv,DC_E_CCSM_UDM_NUDM_IRAT4G5G_RAW.eric_udm_nudm_irat4g5g_requests_recv, DC_E_CCSM_UDM_NUDM_EE_RAW.eric_udm_nudm_ee_requests_recv,DC_E_CCSM_UDM_NUDM_MTSMS_RAW.eric_udm_nudm_mtsms_requests_recv, DC_E_CCSM_UDM_NUDM_VOICE_UECM_RAW.eric_udm_nudm_voice_uecm_requests_recv,DC_E_CCSM_UDM_NUDM_MT_RAW.eric_udm_nudm_mt_requests_recv, DC_E_CCSM_UDM_NAMF_EVTS_RAW.eric_udm_namf_evts_requests_recv,DC_E_CCSM_UDM_UDR_NOTIFY_RAW.eric_udm_udr_notify_requests_recv ,DC_E_CCSM_UDM_UMTS_UEAU_RAW.eric_udm_umts_ueau_requests_recv",,,Core,CCSM,TPS KPI in UDM (UDM TPS),KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
TPS KPI in 5G-EIR (EIR TPS),DC_E_CCSM_5G_EIR_N5G_EIR_EIC_RAW.eric_5g_eir_n5g_eir_eic_requests_recv/(PERIOD_DURATION*60),,DC_E_CCSM_5G_EIR_N5G_EIR_EIC_RAW.eric_5g_eir_n5g_eir_eic_requests_recv,,,Core,CCSM,TPS KPI in 5G-EIR (EIR TPS),KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
TPS KPI in HSS-EPC (EPS TPS),(DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_ulr_requests_recv+DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_air_requests_recv+DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_nor_requests_recv+DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_pur_requests_recv)/(PERIOD_DURATION*60),,"DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_ulr_requests_recv,DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_air_requests_recv,DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_nor_requests_recv,DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_pur_requests_recv",,,Core,CCSM,TPS KPI in HSS-EPC (EPS TPS),KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
